FULL_NAME,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PTS,REB,STL,TOV,FIRST_NAME,LAST_NAME,FULL_NAME_LOWER,FIRST_NAME_LOWER,LAST_NAME_LOWER,IS_ACTIVE
Marvin Bagley III,31,21,176,70,20,0.26,376,188,0.5,105,70,0.68,36,17,884,84,75,466,260,17,42,Marvin,Bagley III,marvin bagley iii,marvin,bagley iii,TRUE
Carl Bailey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,2,Carl,Bailey,carl bailey,carl,bailey,FALSE
James Bailey,48,51,196,1,0,0.04,424,207,0.48,168,117,0.7,57,17,1143,101,194,531,296,30,107,James,Bailey,james bailey,james,bailey,FALSE
Thurl Bailey,98,86,270,3,0,0.12,778,366,0.46,224,181,0.8,72,18,1927,102,143,913,372,34,111,Thurl,Bailey,thurl bailey,thurl,bailey,FALSE
Toby Bailey,22,3,38,8,2,0.2,113,46,0.4,39,27,0.69,36,6,349,25,40,120,63,11,18,Toby,Bailey,toby bailey,toby,bailey,FALSE
Cameron Bairstow,4,2,13,2,1,0.1,27,8,0.27,6,6,0.84,18,2,84,5,14,22,18,2,4,Cameron,Bairstow,cameron bairstow,cameron,bairstow,FALSE
Mark Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Mark,Baker,mark baker,mark,baker,FALSE
Maurice Baker,1,0,1,0,0,0,1,0,0,0,0,0,3,0,13,1,2,0,1,1,1,Maurice,Baker,maurice baker,maurice,baker,FALSE
Ron Baker,37,3,26,29,7,0.16,63,22,0.23,16,12,0.62,22,3,309,4,29,63,30,14,17,Ron,Baker,ron baker,ron,baker,FALSE
Vin Baker,93,49,223,11,2,0.14,597,289,0.43,233,149,0.66,51,37,1602,141,162,730,364,36,109,Vin,Baker,vin baker,vin,baker,FALSE
Wade Baldwin IV,26,3,18,12,3,0.39,56,20,0.43,19,15,0.72,19,0,193,5,21,58,23,7,19,Wade,Baldwin IV,wade baldwin iv,wade,baldwin iv,FALSE
Renaldo Balkman,17,13,62,8,2,0.22,92,47,0.46,34,19,0.53,29,2,391,35,54,114,97,21,17,Renaldo,Balkman,renaldo balkman,renaldo,balkman,FALSE
Cedric Ball,0,2,6,0,0,0,8,3,0.38,2,2,0,7,0,26,5,5,8,11,0,2,Cedric,Ball,cedric ball,cedric,ball,FALSE
LaMelo Ball,442,24,316,413,156,0.37,963,416,0.43,204,168,0.81,63,53,1946,86,186,1156,402,100,195,LaMelo,Ball,lamelo ball,lamelo,ball,TRUE
Lonzo Ball,313,32,237,327,119,0.36,558,223,0.4,57,33,0.59,50,48,1637,52,109,599,289,78,127,Lonzo,Ball,lonzo ball,lonzo,ball,TRUE
Mo Bamba,41,65,199,118,41,0.3,293,138,0.43,50,34,0.64,46,15,849,78,99,352,277,18,40,Mo,Bamba,mo bamba,mo,bamba,TRUE
Paolo Banchero,12,6,25,16,3,0.19,68,29,0.43,37,30,0.81,4,4,136,5,10,91,30,3,11,Paolo,Banchero,paolo banchero,paolo,banchero,TRUE
Desmond Bane,117,16,160,278,120,0.43,557,256,0.44,73,64,0.86,49,32,1305,26,111,697,187,46,59,Desmond,Bane,desmond bane,desmond,bane,TRUE
Gene Banks,222,17,285,8,0,0.08,660,356,0.54,236,172,0.73,78,44,2179,168,215,884,453,73,139,Gene,Banks,gene banks,gene,banks,FALSE
Marcus Banks,74,6,42,40,14,0.27,174,76,0.4,56,44,0.73,33,5,560,9,66,210,51,25,43,Marcus,Banks,marcus banks,marcus,banks,FALSE
Ken Bannister,22,16,123,1,0,0,240,117,0.52,134,66,0.48,51,14,773,55,134,300,179,22,69,Ken,Bannister,ken bannister,ken,bannister,FALSE
Dalano Banton,50,6,44,28,7,0.23,106,43,0.37,23,14,0.8,34,1,366,20,36,107,64,14,27,Dalano,Banton,dalano banton,dalano,banton,TRUE
Cat Barber,3,0,2,0,0,0,4,0,0,4,0,0,3,0,13,0,0,0,3,0,0,Cat,Barber,cat barber,cat,barber,FALSE
Leandro Barbosa,117,8,94,170,66,0.37,503,230,0.45,102,84,0.81,57,7,1235,22,112,609,116,47,72,Leandro,Barbosa,leandro barbosa,leandro,barbosa,FALSE
Stephen Bardo,15,1,16,3,0,0.06,28,9,0.23,8,5,0.46,11,0,100,4,15,24,20,4,7,Stephen,Bardo,stephen bardo,stephen,bardo,FALSE
J.J. Barea,234,2,107,166,58,0.35,478,202,0.42,84,67,0.79,59,8,1163,18,83,530,125,24,90,J.J.,Barea,j.j. barea,j.j.,barea,FALSE
Andrea Bargnani,65,47,201,177,63,0.33,668,293,0.44,168,138,0.83,55,38,1581,53,134,787,254,21,85,Andrea,Bargnani,andrea bargnani,andrea,bargnani,FALSE
Charles Barkley,263,56,518,126,34,0.24,975,527,0.53,540,397,0.73,67,63,2458,266,205,1485,784,103,211,Charles,Barkley,charles barkley,charles,barkley,FALSE
Erick Barkley,20,1,8,8,2,0.26,45,16,0.36,5,4,0.45,14,2,132,2,16,38,10,10,8,Erick,Barkley,erick barkley,erick,barkley,FALSE
Harrison Barnes,115,12,259,238,90,0.35,725,326,0.44,210,169,0.78,64,59,2030,63,101,912,323,44,79,Harrison,Barnes,harrison barnes,harrison,barnes,TRUE
Matt Barnes,106,26,200,178,60,0.3,389,169,0.44,84,63,0.74,59,21,1354,66,147,461,266,43,73,Matt,Barnes,matt barnes,matt,barnes,FALSE
Scottie Barnes,134,29,185,98,30,0.4,484,239,0.5,110,80,0.67,38,38,1349,100,100,588,284,42,72,Scottie,Barnes,scottie barnes,scottie,barnes,TRUE
Andre Barrett,32,0,12,17,4,0.18,59,22,0.4,8,6,0.64,16,0,198,5,17,53,17,7,11,Andre,Barrett,andre barrett,andre,barrett,FALSE
RJ Barrett,144,14,233,232,82,0.31,758,316,0.4,237,166,0.73,50,50,1684,47,114,880,280,38,105,RJ,Barrett,rj barrett,rj,barrett,TRUE
Earl Barron,6,3,30,1,0,0.04,64,23,0.35,16,11,0.59,13,3,188,19,26,58,48,5,10,Earl,Barron,earl barron,earl,barron,FALSE
Dana Barros,203,3,98,189,78,0.38,510,234,0.47,104,89,0.86,61,19,1391,17,77,636,115,53,87,Dana,Barros,dana barros,dana,barros,FALSE
Brent Barry,190,18,154,229,93,0.4,425,194,0.45,107,88,0.84,61,30,1578,30,117,570,184,64,87,Brent,Barry,brent barry,brent,barry,FALSE
Drew Barry,29,0,14,16,6,0.39,27,12,0.43,7,6,0.77,15,0,151,2,20,35,16,4,14,Drew,Barry,drew barry,drew,barry,FALSE
Jon Barry,122,8,83,115,46,0.38,252,110,0.42,68,58,0.84,56,2,962,22,69,323,104,49,55,Jon,Barry,jon barry,jon,barry,FALSE
Will Barton,138,21,180,187,66,0.32,506,219,0.42,110,87,0.8,53,22,1322,37,82,590,218,41,75,Will,Barton,will barton,will,barton,TRUE
Eddie Basden,8,2,21,7,0,0.14,37,15,0.41,10,8,0.8,19,0,141,7,17,39,28,9,9,Eddie,Basden,eddie basden,eddie,basden,FALSE
Brandon Bass,51,40,192,5,0,0.08,427,213,0.49,145,121,0.81,63,24,1368,95,115,548,287,25,60,Brandon,Bass,brandon bass,brandon,bass,FALSE
Paris Bass,0,0,2,2,0,0,6,2,0.33,2,2,0,2,0,7,2,2,6,4,0,2,Paris,Bass,paris bass,paris,bass,FALSE
Charles Bassey,7,17,40,4,0,0,47,30,0.64,12,9,0.75,23,0,168,22,32,69,62,5,8,Charles,Bassey,charles bassey,charles,bassey,TRUE
Maceo Baston,6,11,30,2,1,0.11,43,26,0.62,24,18,0.74,26,0,207,14,35,72,44,6,14,Maceo,Baston,maceo baston,maceo,baston,FALSE
Mengke Bateer,9,2,25,5,2,0.22,52,20,0.4,13,10,0.26,15,3,165,13,39,52,38,4,13,Mengke,Bateer,mengke bateer,mengke,bateer,FALSE
Billyray Bates,61,3,29,21,6,0.3,338,158,0.39,82,64,0.64,34,2,605,26,47,387,55,28,48,Billyray,Bates,billyray bates,billyray,bates,FALSE
Keita Bates-Diop,19,12,69,47,15,0.41,135,61,0.5,37,27,0.61,30,2,459,20,27,164,88,13,14,Keita,Bates-Diop,keita bates-diop,keita,bates-diop,TRUE
Esteban Batista,6,6,53,1,0,0,48,21,0.46,30,18,0.6,35,2,288,34,62,60,87,9,21,Esteban,Batista,esteban batista,esteban,batista,FALSE
Mike Batiste,52,16,175,81,18,0.22,467,197,0.42,88,69,0.78,75,2,1250,82,120,481,257,42,69,Mike,Batiste,mike batiste,mike,batiste,FALSE
Tony Battie,36,49,197,5,1,0.19,298,145,0.47,77,53,0.71,57,27,1195,93,148,343,290,28,48,Tony,Battie,tony battie,tony,battie,FALSE
Shane Battier,127,66,206,235,90,0.38,489,214,0.43,113,84,0.74,71,51,2159,91,158,602,297,70,64,Shane,Battier,shane battier,shane,battier,FALSE
John Battle,126,4,65,23,6,0.21,443,205,0.45,147,117,0.78,61,6,1091,18,87,534,82,27,66,John,Battle,john battle,john,battle,FALSE
Kenny Battle,22,6,37,7,1,0.06,98,48,0.55,37,27,0.78,26,3,354,28,42,125,65,20,18,Kenny,Battle,kenny battle,kenny,battle,FALSE
Dave Batton,16,8,38,2,0,0,100,45,0.47,8,4,0.24,29,2,294,23,30,94,62,8,16,Dave,Batton,dave batton,dave,batton,FALSE
Nicolas Batum,215,39,254,269,98,0.38,552,241,0.45,116,97,0.81,61,54,1872,61,106,677,315,58,103,Nicolas,Batum,nicolas batum,nicolas,batum,TRUE
Lonny Baxter,7,11,55,1,0,0.15,94,44,0.45,36,24,0.62,29,1,339,32,56,112,87,7,18,Lonny,Baxter,lonny baxter,lonny,baxter,FALSE
Jerryd Bayless,142,6,88,116,42,0.34,354,146,0.4,101,82,0.8,49,9,1044,15,101,415,103,31,69,Jerryd,Bayless,jerryd bayless,jerryd,bayless,FALSE
Aron Baynes,47,28,177,40,12,0.15,283,138,0.49,72,58,0.78,58,19,930,89,129,346,266,13,49,Aron,Baynes,aron baynes,aron,baynes,FALSE
Sergei Bazarevich,14,0,6,6,0,0.17,22,11,0.5,9,7,0.78,10,0,74,0,10,30,7,0,7,Sergei,Bazarevich,sergei bazarevich,sergei,bazarevich,FALSE
Kent Bazemore,96,26,158,166,59,0.35,396,163,0.4,103,74,0.7,57,25,1153,20,117,458,177,55,77,Kent,Bazemore,kent bazemore,kent,bazemore,TRUE
Darius Bazley,61,35,233,175,54,0.38,416,169,0.4,104,72,0.65,47,29,1202,38,46,464,272,28,64,Darius,Bazley,darius bazley,darius,bazley,TRUE
Bradley Beal,247,23,190,351,131,0.37,1037,474,0.47,271,222,0.81,59,56,2049,51,131,1300,241,66,143,Bradley,Beal,bradley beal,bradley,beal,TRUE
Jerome Beasley,0,0,0,0,0,0,3,0,0.33,0,0,0,2,0,5,0,0,2,0,0,0,Jerome,Beasley,jerome beasley,jerome,beasley,FALSE
Malik Beasley,55,6,93,228,88,0.37,394,169,0.43,43,35,0.79,44,11,926,16,52,461,109,26,34,Malik,Beasley,malik beasley,malik,beasley,TRUE
Michael Beasley,72,29,200,76,26,0.33,604,281,0.47,132,100,0.75,55,22,1264,60,118,688,260,31,93,Michael,Beasley,michael beasley,michael,beasley,FALSE
Rodrigue Beaubois,94,13,73,99,32,0.32,286,126,0.43,47,38,0.8,46,14,724,12,78,322,84,31,51,Rodrigue,Beaubois,rodrigue beaubois,rodrigue,beaubois,FALSE
MarJon Beauchamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,MarJon,Beauchamp,marjon beauchamp,marjon,beauchamp,TRUE
Corey Beck,29,2,22,1,1,0.5,49,22,0.42,18,12,0.64,22,3,226,8,32,57,31,10,20,Corey,Beck,corey beck,corey,beck,FALSE
William Bedford,18,21,62,4,1,0.26,162,68,0.41,40,24,0.57,40,5,419,34,60,161,96,6,29,William,Bedford,william bedford,william,bedford,FALSE
Marco Belinelli,105,5,114,242,91,0.38,515,219,0.42,110,94,0.84,63,15,1433,14,88,623,128,37,63,Marco,Belinelli,marco belinelli,marco,belinelli,FALSE
Charlie Bell,95,3,71,135,49,0.24,322,133,0.32,55,43,0.7,43,15,1045,20,84,357,91,34,41,Charlie,Bell,charlie bell,charlie,bell,FALSE
Jordan Bell,25,15,46,4,1,0.14,62,33,0.37,17,11,0.5,22,2,253,21,25,78,67,8,16,Jordan,Bell,jordan bell,jordan,bell,FALSE
Raja Bell,85,9,111,166,68,0.43,418,182,0.44,75,61,0.73,49,34,1394,28,126,492,140,34,49,Raja,Bell,raja bell,raja,bell,FALSE
Troy Bell,4,0,0,4,0,0,18,4,0.22,3,3,0,6,0,34,3,6,11,4,0,6,Troy,Bell,troy bell,troy,bell,FALSE
DeAndre' Bembry,75,18,111,51,15,0.26,218,106,0.48,46,28,0.5,44,9,837,28,81,254,139,42,50,DeAndre',Bembry,deandre' bembry,deandre',bembry,FALSE
Dragan Bender,44,19,111,102,33,0.33,171,69,0.42,24,16,0.64,34,12,674,22,69,187,132,10,37,Dragan,Bender,dragan bender,dragan,bender,FALSE
Jonathan Bender,21,21,54,37,13,0.27,153,64,0.45,55,42,0.77,33,4,480,19,49,182,73,5,32,Jonathan,Bender,jonathan bender,jonathan,bender,FALSE
Jerrelle Benimon,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,Jerrelle,Benimon,jerrelle benimon,jerrelle,benimon,FALSE
Benoit Benjamin,61,89,273,1,0,0.02,422,210,0.47,163,117,0.64,49,36,1276,86,135,537,359,31,110,Benoit,Benjamin,benoit benjamin,benoit,benjamin,FALSE
Corey Benjamin,36,12,44,49,14,0.24,203,79,0.37,55,36,0.67,38,4,548,21,79,209,65,18,41,Corey,Benjamin,corey benjamin,corey,benjamin,FALSE
Anthony Bennett,19,7,85,34,9,0.26,160,63,0.37,45,30,0.73,38,0,476,33,52,164,118,14,25,Anthony,Bennett,anthony bennett,anthony,bennett,FALSE
Elmer Bennett,7,0,3,4,1,0.2,13,4,0.35,6,4,0.71,6,0,47,0,5,14,3,3,6,Elmer,Bennett,elmer bennett,elmer,bennett,FALSE
Mario Bennett,6,6,24,1,0,0.12,52,28,0.34,22,12,0.44,17,4,152,21,28,67,46,8,8,Mario,Bennett,mario bennett,mario,bennett,FALSE
Tony Bennett,101,0,42,55,18,0.3,179,74,0.43,19,14,0.49,51,2,629,9,67,179,52,23,31,Tony,Bennett,tony bennett,tony,bennett,FALSE
Winston Bennett,32,6,67,0,0,0,163,67,0.42,49,34,0.56,38,27,598,48,85,169,115,14,30,Winston,Bennett,winston bennett,winston,bennett,FALSE
David Benoit,35,30,172,92,30,0.31,384,165,0.42,88,71,0.8,63,20,1159,71,131,431,243,28,53,David,Benoit,david benoit,david,benoit,FALSE
Keith Benson,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,2,0,0,3,0,0,Keith,Benson,keith benson,keith,benson,FALSE
Ben Bentil,0,0,2,0,0,0,3,0,0,0,0,0,3,0,10,0,0,0,2,0,0,Ben,Bentil,ben bentil,ben,bentil,FALSE
Ricky Berry,80,22,140,160,65,0.41,567,255,0.45,166,131,0.79,64,21,1406,57,197,706,197,37,82,Ricky,Berry,ricky berry,ricky,berry,FALSE
Walter Berry,68,34,132,1,0,0.14,499,266,0.56,169,109,0.71,48,30,1115,89,138,642,221,27,92,Walter,Berry,walter berry,walter,berry,FALSE
Dairis Bertans,10,0,7,34,10,0.29,47,12,0.26,0,0,0,12,0,167,2,7,34,9,0,2,Dairis,Bertans,dairis bertans,dairis,bertans,FALSE
Davis Bertans,53,20,128,265,104,0.38,336,140,0.41,58,50,0.86,55,5,1023,18,93,434,145,23,30,Davis,Bertans,davis bertans,davis,bertans,TRUE
Travis Best,231,6,96,69,24,0.33,430,186,0.43,120,101,0.85,65,14,1409,21,149,496,117,62,86,Travis,Best,travis best,travis,best,FALSE
Patrick Beverley,168,25,151,202,76,0.36,359,148,0.39,69,52,0.78,48,40,1318,54,149,424,205,55,61,Patrick,Beverley,patrick beverley,patrick,beverley,TRUE
Saddiq Bey,111,10,208,363,131,0.35,621,248,0.41,139,117,0.89,52,46,1571,53,81,744,261,43,53,Saddiq,Bey,saddiq bey,saddiq,bey,TRUE
Tyler Bey,3,0,11,4,0,0.25,22,7,0.32,5,3,0.6,18,0,71,8,6,18,19,0,3,Tyler,Bey,tyler bey,tyler,bey,FALSE
Sim Bhullar,0,0,0,0,0,0,2,0,0.5,0,0,0,3,0,3,0,0,2,0,0,0,Sim,Bhullar,sim bhullar,sim,bhullar,FALSE
Mike Bibby,320,9,152,242,93,0.36,715,311,0.41,163,130,0.73,59,56,1990,30,116,845,182,67,124,Mike,Bibby,mike bibby,mike,bibby,FALSE
Andris Biedrins,47,58,244,0,0,0,241,143,0.62,77,38,0.35,52,31,1115,119,163,325,363,33,48,Andris,Biedrins,andris biedrins,andris,biedrins,FALSE
Chauncey Billups,298,9,131,253,98,0.36,606,251,0.4,268,240,0.89,55,50,1753,26,115,839,157,57,116,Chauncey,Billups,chauncey billups,chauncey,billups,FALSE
Joe Binion,0,2,10,0,0,0,10,4,0.4,10,6,0.6,11,0,51,8,5,14,18,2,3,Joe,Binion,joe binion,joe,binion,FALSE
Khem Birch,44,25,112,15,3,0.09,173,88,0.52,72,50,0.61,41,12,775,89,69,230,201,22,24,Khem,Birch,khem birch,khem,birch,TRUE
Jabari Bird,8,0,13,7,3,0.43,26,15,0.58,13,6,0.46,13,0,115,6,7,39,19,3,8,Jabari,Bird,jabari bird,jabari,bird,FALSE
Larry Bird,438,58,555,133,50,0.32,1333,661,0.49,344,305,0.89,69,67,2649,135,175,1676,690,120,217,Larry,Bird,larry bird,larry,bird,FALSE
Goga Bitadze,30,36,70,52,13,0.22,154,74,0.49,49,34,0.66,38,5,459,44,70,194,114,10,24,Goga,Bitadze,goga bitadze,goga,bitadze,TRUE
Bismack Biyombo,37,79,252,0,0,0,230,122,0.5,132,74,0.51,62,26,1227,121,135,318,374,16,56,Bismack,Biyombo,bismack biyombo,bismack,biyombo,TRUE
Nemanja Bjelica,99,21,185,153,58,0.36,327,152,0.46,58,44,0.74,54,18,1085,57,125,406,242,34,55,Nemanja,Bjelica,nemanja bjelica,nemanja,bjelica,FALSE
Uwe Blab,18,15,52,0,0,0,75,32,0.44,37,22,0.59,40,10,357,22,64,86,74,3,25,Uwe,Blab,uwe blab,uwe,blab,FALSE
Tarik Black,25,23,144,2,0,0.1,178,99,0.56,76,43,0.54,47,16,752,89,112,242,233,17,35,Tarik,Black,tarik black,tarik,black,FALSE
Rolando Blackman,229,21,172,51,18,0.27,1075,530,0.49,331,278,0.84,75,63,2468,81,126,1356,252,55,141,Rolando,Blackman,rolando blackman,rolando,blackman,FALSE
Alex Blackwell,7,2,13,3,0,0,42,14,0.33,8,6,0.75,27,0,109,10,14,34,23,4,5,Alex,Blackwell,alex blackwell,alex,blackwell,FALSE
Cory Blackwell,26,3,54,2,0,0,237,87,0.37,55,28,0.51,60,0,551,42,55,202,96,25,44,Cory,Blackwell,cory blackwell,cory,blackwell,FALSE
James Blackwell,7,0,6,0,0,0,9,5,0.63,2,1,0.44,9,0,53,1,5,12,7,3,3,James,Blackwell,james blackwell,james,blackwell,FALSE
Nate Blackwell,18,0,4,11,2,0.18,41,15,0.37,6,5,0.83,10,0,112,2,16,37,6,3,8,Nate,Blackwell,nate blackwell,nate,blackwell,FALSE
DeJuan Blair,50,18,192,1,0,0,339,177,0.5,90,54,0.59,61,26,1008,116,143,409,308,45,67,DeJuan,Blair,dejuan blair,dejuan,blair,FALSE
Steve Blake,239,4,107,180,68,0.37,344,138,0.39,42,32,0.75,57,24,1405,16,85,377,123,40,83,Steve,Blake,steve blake,steve,blake,FALSE
Antonio Blakeney,31,5,64,72,26,0.34,270,110,0.4,58,40,0.71,38,2,572,6,30,284,70,10,23,Antonio,Blakeney,antonio blakeney,antonio,blakeney,FALSE
Will Blalock,17,0,9,5,0,0.2,30,9,0.3,6,6,0,14,0,166,6,9,25,15,5,12,Will,Blalock,will blalock,will,blalock,FALSE
Lance Blanks,39,3,26,25,6,0.25,89,39,0.44,19,13,0.69,47,1,348,10,41,96,37,13,21,Lance,Blanks,lance blanks,lance,blanks,FALSE
Ricky Blanton,0,0,0,0,0,0,7,3,0.43,0,0,0,2,0,13,2,0,6,3,2,0,Ricky,Blanton,ricky blanton,ricky,blanton,FALSE
Andray Blatche,89,51,220,24,6,0.23,553,259,0.45,153,111,0.72,63,21,1385,116,154,634,336,55,102,Andray,Blatche,andray blatche,andray,blatche,FALSE
Mookie Blaylock,459,23,203,294,99,0.31,885,362,0.4,133,98,0.72,68,62,2387,78,130,920,281,160,159,Mookie,Blaylock,mookie blaylock,mookie,blaylock,FALSE
Eric Bledsoe,280,28,186,208,70,0.33,654,297,0.44,215,169,0.77,59,46,1667,44,120,833,230,84,150,Eric,Bledsoe,eric bledsoe,eric,bledsoe,FALSE
Keljin Blevins,12,1,18,40,12,0.27,66,20,0.28,6,3,0.27,24,1,212,10,18,54,28,8,11,Keljin,Blevins,keljin blevins,keljin,blevins,FALSE
Jaron Blossomgame,13,8,72,39,10,0.26,106,47,0.44,13,10,0.77,27,4,439,26,20,114,98,7,11,Jaron,Blossomgame,jaron blossomgame,jaron,blossomgame,FALSE
Corie Blount,34,19,123,2,0,0.05,158,73,0.45,46,27,0.58,48,5,753,84,103,173,207,26,39,Corie,Blount,corie blount,corie,blount,FALSE
Mark Blount,51,50,181,8,3,0.08,392,196,0.48,120,87,0.72,59,37,1356,85,153,481,266,31,95,Mark,Blount,mark blount,mark,blount,FALSE
Vander Blue,4,0,4,4,1,0.07,13,4,0.33,4,1,0.37,3,0,45,1,2,10,4,1,4,Vander,Blue,vander blue,vander,blue,FALSE
Ray Blume,68,2,27,18,4,0.22,222,102,0.46,28,18,0.64,49,2,546,14,57,226,41,23,54,Ray,Blume,ray blume,ray,blume,FALSE
Tony Bobbitt,0,0,3,2,0,0.5,5,2,0.4,0,0,0,2,0,12,0,0,5,3,0,0,Tony,Bobbitt,tony bobbitt,tony,bobbitt,FALSE
Buddy Boeheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buddy,Boeheim,buddy boeheim,buddy,boeheim,TRUE
Keith Bogans,71,5,120,163,57,0.35,308,121,0.4,70,51,0.74,54,25,1181,32,100,350,152,36,47,Keith,Bogans,keith bogans,keith,bogans,FALSE
Bogdan Bogdanovic,215,15,187,387,148,0.39,752,330,0.44,111,91,0.83,63,30,1808,29,136,900,217,65,94,Bogdan,Bogdanovic,bogdan bogdanovic,bogdan,bogdanovic,TRUE
Bojan Bogdanovic,97,4,192,323,126,0.4,704,321,0.46,186,161,0.87,62,49,1791,33,102,929,225,34,100,Bojan,Bogdanovic,bojan bogdanovic,bojan,bogdanovic,TRUE
Muggsy Bogues,441,3,118,25,7,0.15,408,187,0.42,84,70,0.8,59,37,1687,35,102,450,153,90,96,Muggsy,Bogues,muggsy bogues,muggsy,bogues,FALSE
Andrew Bogut,100,70,282,2,0,0.14,354,189,0.5,94,52,0.53,46,43,1278,113,142,430,396,28,78,Andrew,Bogut,andrew bogut,andrew,bogut,FALSE
Etdrick Bohannon,2,3,7,0,0,0,6,3,0.26,9,6,0.5,6,0,45,5,10,11,12,1,4,Etdrick,Bohannon,etdrick bohannon,etdrick,bohannon,FALSE
Bol Bol,4,7,17,10,4,0.35,35,18,0.54,9,6,0.72,14,1,98,4,8,46,20,2,8,Bol,Bol,bol bol,bol,bol,TRUE
Manute Bol,13,162,159,16,3,0.11,127,51,0.35,31,17,0.35,49,10,909,46,113,124,205,10,35,Manute,Bol,manute bol,manute,bol,FALSE
Jonah Bolden,10,11,32,26,8,0.09,46,22,0.44,9,4,0.5,14,2,183,13,30,57,46,6,10,Jonah,Bolden,jonah bolden,jonah,bolden,FALSE
Marques Bolden,0,0,2,0,0,0,2,1,0.17,4,2,0.31,4,0,16,2,1,4,4,2,0,Marques,Bolden,marques bolden,marques,bolden,TRUE
Leandro Bolmaro,10,0,14,9,2,0.14,27,8,0.16,6,6,0.42,18,0,121,8,13,25,22,3,6,Leandro,Bolmaro,leandro bolmaro,leandro,bolmaro,TRUE
Joel Bolomboy,0,0,8,2,1,0.12,11,6,0.53,6,3,0.5,9,0,46,5,2,16,14,2,2,Joel,Bolomboy,joel bolomboy,joel,bolomboy,FALSE
Walter Bond,40,8,47,36,11,0.3,178,74,0.4,49,38,0.74,35,8,543,18,81,196,64,21,33,Walter,Bond,walter bond,walter,bond,FALSE
Jordan Bone,13,0,12,21,6,0.26,37,14,0.34,0,0,0,12,0,124,2,8,34,14,2,2,Jordan,Bone,jordan bone,jordan,bone,FALSE
Dexter Boney,0,0,3,6,0,0.17,19,6,0.32,8,6,0.75,8,0,45,3,3,19,6,2,0,Dexter,Boney,dexter boney,dexter,boney,FALSE
Isaac Bonga,30,9,54,32,10,0.22,90,39,0.31,29,22,0.67,36,14,468,26,60,110,80,18,22,Isaac,Bonga,isaac bonga,isaac,bonga,FALSE
Anthony Bonner,74,14,170,3,0,0.07,314,147,0.45,123,72,0.56,53,20,1229,118,131,366,288,58,75,Anthony,Bonner,anthony bonner,anthony,bonner,FALSE
Matt Bonner,46,18,146,160,66,0.41,314,146,0.46,36,28,0.77,66,9,1113,52,109,386,198,24,25,Matt,Bonner,matt bonner,matt,bonner,FALSE
Devin Booker,280,16,203,344,123,0.38,1083,495,0.46,346,301,0.88,60,57,2024,31,177,1414,234,50,187,Devin,Booker,devin booker,devin,booker,TRUE
Melvin Booker,32,1,13,23,7,0.32,65,27,0.42,13,11,0.65,13,2,246,4,18,72,17,3,16,Melvin,Booker,melvin booker,melvin,booker,FALSE
Trevor Booker,59,27,191,25,8,0.22,304,157,0.52,81,52,0.67,55,15,1094,104,107,373,295,35,54,Trevor,Booker,trevor booker,trevor,booker,FALSE
Josh Boone,31,44,194,0,0,0,260,142,0.55,116,52,0.43,64,22,1120,121,116,335,314,25,42,Josh,Boone,josh boone,josh,boone,FALSE
Calvin Booth,13,31,59,1,0,0.06,89,40,0.42,28,21,0.68,30,7,370,27,57,101,86,9,16,Calvin,Booth,calvin booth,calvin,booth,FALSE
Keith Booth,20,6,35,6,1,0.05,78,26,0.33,24,14,0.75,22,2,224,14,32,65,48,11,21,Keith,Booth,keith booth,keith,booth,FALSE
Carlos Boozer,148,27,473,1,0,0.01,863,450,0.52,243,175,0.72,66,60,2070,157,201,1075,630,59,140,Carlos,Boozer,carlos boozer,carlos,boozer,FALSE
Curtis Borchardt,32,23,90,1,0,0,114,48,0.41,44,33,0.76,42,12,558,50,100,129,139,7,35,Curtis,Borchardt,curtis borchardt,curtis,borchardt,FALSE
Lazaro Borrell,10,3,26,3,0,0,63,28,0.44,11,6,0.55,17,6,167,14,9,62,40,6,6,Lazaro,Borrell,lazaro borrell,lazaro,borrell,FALSE
Chris Bosh,138,72,436,70,23,0.3,968,478,0.49,430,344,0.8,69,68,2457,148,166,1322,584,56,139,Chris,Bosh,chris bosh,chris,bosh,FALSE
Brandon Boston,26,6,47,56,17,0.15,163,62,0.19,36,30,0.41,26,0,382,8,22,172,56,13,16,Brandon,Boston,brandon boston,brandon,boston,TRUE
Chris Boucher,19,45,136,104,35,0.39,253,122,0.45,86,68,0.54,39,4,690,70,82,348,206,19,21,Chris,Boucher,chris boucher,chris,boucher,TRUE
James Bouknight,14,1,18,30,10,0.26,80,26,0.25,16,14,0.94,17,0,174,11,17,76,28,4,8,James,Bouknight,james bouknight,james,bouknight,TRUE
